drug,adverse_event,report_count
vedolizumab,hyperhidrosis,734
.alpha.1-proteinase inhibitor human,fatigue,733
bimekizumab-bkzx,injection site pain,733
infliximab,arthralgia,733
human immunoglobulin g\hyaluronidase (human recombinant),cough,732
lenalidomide,asthenia,732
human immunoglobulin g,cataract,731
fenfluramine,mitral valve incompetence,730
human immunoglobulin g,nasal congestion,730
bimekizumab-bkzx,condition aggravated,729
certolizumab pegol,pain,729
dupilumab,hospitalisation,729
human immunoglobulin g,herpes zoster,729
dupilumab,maternal exposure during pregnancy,728
sarilumab,joint swelling,728
onabotulinumtoxina,off label use,726
abemaciclib,fatigue,725
human immunoglobulin g,rhinorrhoea,724
methotrexate sodium,off label use,723
risankizumab-rzaa,drug ineffective,722
treprostinil,palpitations,722
somatropin,injection site pain,721
apremilast,therapy non-responder,720
pomalidomide,product dose omission issue,719
treprostinil,back pain,719
adalimumab,crohn's disease,717
human immunoglobulin g,hypertension,717
human immunoglobulin g\hyaluronidase (human recombinant),fall,717
budesonide\formoterol fumarate dihydrate,asthma,715
fenfluramine,drug ineffective,715
lenalidomide,nasopharyngitis,714
human immunoglobulin g\hyaluronidase (human recombinant),asthenia,712
dupilumab,urinary tract infection,711
human immunoglobulin g,blood pressure decreased,711
tenapanor hydrochloride,diarrhoea,711
idursulfase,heart rate abnormal,707
treprostinil,nasal congestion,707
pegfilgrastim,device adhesion issue,705
upadacitinib,fall,704
vedolizumab,haemorrhage,704
human immunoglobulin g,influenza like illness,703
human immunoglobulin g,stress,703
human immunoglobulin g\hyaluronidase (human recombinant),infusion site pruritus,702
semaglutide,dyspepsia,702
cabozantinib s-malate,fatigue,701
vedolizumab,muscle spasms,701
idursulfase,nasal congestion,700
rituximab,headache,700
vedolizumab,cystitis,699
icatibant acetate,covid-19,698
human immunoglobulin g\hyaluronidase (human recombinant),bronchitis,697
tirzepatide,hunger,697
human immunoglobulin g,abdominal discomfort,696
human immunoglobulin g,needle issue,696
ustekinumab,device issue,695
infliximab-dyyb,malaise,694
pimavanserin tartrate,confusional state,694
treprostinil,lung disorder,694
venetoclax,myelosuppression,694
lenalidomide,hospitalisation,693
vedolizumab,proctalgia,693
secukinumab,device leakage,690
nirmatrelvir\ritonavir,disease recurrence,689
rituximab,covid-19,688
acoltremon,eye irritation,687
budesonide\formoterol\glycopyrrolate,wrong technique in product usage process,687
teduglutide,back pain,687
treprostinil,constipation,687
velaglucerase alfa,weight fluctuation,687
treprostinil,product use issue,685
lanadelumab,product use issue,683
rituximab,pain,683
abaloparatide,heart rate increased,682
tocilizumab,no adverse event,682
abaloparatide,arthralgia,681
infliximab,inappropriate schedule of product administration,681
human immunoglobulin g,dehydration,680
omalizumab,fatigue,680
somatropin,poor quality device used,680
.alpha.1-proteinase inhibitor human,productive cough,679
treprostinil,blood pressure decreased,679
albuterol sulfate,off label use,678
pembrolizumab,death,678
somatropin,circumstance or information capable of leading to medication error,677
leuprolide acetate,wrong technique in product usage process,676
idursulfase,oropharyngeal pain,674
ponatinib,product use issue,674
human immunoglobulin g,cystitis,673
vedolizumab,gastroenteritis viral,673
acetaminophen,acute hepatic failure,672
golimumab,device deployment issue,672
guselkumab,needle issue,672
tirzepatide,injection site mass,672
vedolizumab,cataract,672
abatacept,general physical health deterioration,671
human immunoglobulin g,fungal infection,670
teduglutide,product dose omission in error,669
mepolizumab,dyspnoea,668
emtricitabine\tenofovir disoproxil fumarate,renal failure,667
human immunoglobulin g,device infusion issue,667
infliximab-dyyb,weight decreased,667
treprostinil,condition aggravated,667
upadacitinib,surgery,667
lenalidomide,muscle spasms,666
pegfilgrastim-cbqv,device malfunction,666
vedolizumab,faeces hard,666
infliximab-dyyb,covid-19,665
clozapine,treatment noncompliance,663
tofacitinib citrate,arthralgia,663
erenumab-aooe,drug dose omission by device,660
leuprolide acetate,device occlusion,660
menthol,exposure to chemical pollution,660
somatropin,device power source issue,660
vedolizumab,hypoaesthesia,660
fluticasone furoate\umeclidinium bromide\vilanterol trifenatate,wrong technique in device usage process,659
vedolizumab,therapy non-responder,659
abatacept,drug ineffective,658
adalimumab,rheumatoid arthritis,658
ustekinumab,device defective,658
dupilumab,chest pain,655
treprostinil,pulmonary hypertension,655
adalimumab,pain in extremity,654
omalizumab,anaphylactic reaction,654
vedolizumab,irritable bowel syndrome,653
treprostinil,therapy partial responder,652
nemolizumab-ilto,pruritus,651
"antihemophilic factor, human recombinant",spontaneous haemorrhage,650
benralizumab,asthma,648
copper,device dislocation,648
infliximab-dyyb,nausea,647
pimavanserin tartrate,fall,647
secukinumab,drug ineffective,647
secukinumab,psoriasis,646
ustekinumab,off label use,646
abaloparatide,loss of personal independence in daily activities,645
carboplatin,off label use,645
denosumab,death,645
semaglutide,product use issue,645
dupilumab,anxiety,644
infliximab-dyyb,nasopharyngitis,644
human immunoglobulin g\hyaluronidase (human recombinant),diarrhoea,643
vedolizumab,incorrect dose administered,643
lenalidomide,pain,642
semaglutide,illness,642
amikacin,hospitalisation,641
human immunoglobulin g\hyaluronidase (human recombinant),urinary tract infection,641
idursulfase,illness,641
secukinumab,arthralgia,641
lenalidomide,neutropenia,640
tofacitinib citrate,product dose omission in error,640
fenfluramine,weight decreased,639
vedolizumab,blood iron decreased,639
abatacept,adverse event,638
rituximab,nausea,638
tirzepatide,malaise,638
"antihemophilic factor, human recombinant",extra dose administered,637
rituximab,pyrexia,637
adalimumab,diarrhoea,636
nintedanib,weight decreased,636
tocilizumab,arthralgia,636
benralizumab,death,635
human immunoglobulin g,abdominal pain,635
.alpha.1-proteinase inhibitor human,covid-19,634
adalimumab,death,634
vedolizumab,impaired work ability,634
apremilast,pain,633
copper,pelvic pain,633
vedolizumab,treatment failure,633
.alpha.1-proteinase inhibitor human,extra dose administered,632
budesonide\formoterol\glycopyrrolate,incorrect dose administered by device,632
minoxidil,adverse drug reaction,631
idursulfase,oxygen saturation decreased,630
acetaminophen\aspirin\caffeine,product use in unapproved indication,629
idursulfase,fall,629
ofatumumab,pain,629
pancrelipase amylase\pancrelipase lipase\pancrelipase protease,diarrhoea,629
human immunoglobulin g,hypoaesthesia,628
sarilumab,condition aggravated,628
treprostinil,infusion site swelling,628
vedolizumab,chest discomfort,628
corticotropin,injection site bruising,627
fenfluramine,decreased appetite,627
ravulizumab-cwvz,fatigue,627
tirzepatide,abdominal distension,627
treprostinil,device occlusion,627
"antihemophilic factor, human recombinant",peripheral swelling,626
acetaminophen,vomiting,625
ocrelizumab,covid-19,625
acetaminophen\aspirin\caffeine,drug effective for unapproved indication,624
apixaban,off label use,624
dupilumab,eye swelling,624
dupilumab,injection site haemorrhage,624
infliximab-dyyb,headache,623
human immunoglobulin g,cellulitis,621
rituximab,dyspnoea,621
adalimumab,fall,619
cyclosporine,off label use,618
vedolizumab,hypophagia,618
cannabidiol,off label use,617
lenalidomide,product distribution issue,617
teduglutide,pollakiuria,617
toripalimab,myelosuppression,617
rituximab,arthralgia,616
icatibant acetate,injection site pain,615
relugolix,pollakiuria,615
treprostinil,heart rate increased,615
amikacin,therapy interrupted,614
evolocumab,accidental exposure to product,614
icatibant acetate,pain,614
foscarbidopa\foslevodopa,on and off phenomenon,613
calcium oxybate\magnesium oxybate\potassium oxybate\sodium oxybate,product administration interrupted,612
tocilizumab,weight increased,612
vedolizumab,somnolence,612
human immunoglobulin g,swelling,611
penicillin g benzathine,recalled product administered,611
"antihemophilic factor, human recombinant",product use issue,610
dupilumab,loss of personal independence in daily activities,610
human immunoglobulin g\hyaluronidase (human recombinant),vomiting,610
vedolizumab,social problem,610
"antihemophilic factor, human recombinant",pain,609
golimumab,pneumonia,609
human immunoglobulin g,gait disturbance,609
pembrolizumab,therapy partial responder,609
pimavanserin tartrate,condition aggravated,608
vedolizumab,dyschezia,608
carbidopa\levodopa,fall,607
dupilumab,bronchitis,607
fruquintinib,death,607
relugolix,blood glucose increased,607
velaglucerase alfa,malaise,607
diclofenac sodium,drug ineffective,606
icatibant acetate,nausea,606
ofatumumab,pyrexia,606
.alpha.1-proteinase inhibitor human,weight decreased,605
cenegermin-bkbj,eye irritation,605
human immunoglobulin g\hyaluronidase (human recombinant),infusion site discharge,603
prednisolone,off label use,603
treprostinil,rhinorrhoea,603
.alpha.1-proteinase inhibitor human,malaise,601
human immunoglobulin g,insomnia,601
pomalidomide,diarrhoea,601
treprostinil,device infusion issue,600
emtricitabine\tenofovir disoproxil fumarate,tooth loss,598
relugolix,nausea,598
adalimumab,systemic lupus erythematosus,597
fluticasone furoate\umeclidinium bromide\vilanterol trifenatate,product complaint,597
idursulfase,product use issue,596
nintedanib,decreased appetite,596
vedolizumab,tachycardia,596
teduglutide,fluid retention,595
tirzepatide,weight decreased,595
dupilumab,abdominal discomfort,594
omalizumab,headache,594
lenalidomide,dizziness,593
semaglutide,blood glucose increased,593
relugolix,headache,592
velaglucerase alfa,poor venous access,592
human immunoglobulin g,death,591
tocilizumab,pain,591
treprostinil,respiratory tract congestion,591
treprostinil,insomnia,590
human immunoglobulin g,somnolence,589
idursulfase,respiratory rate increased,589
lenalidomide,decreased appetite,588
abaloparatide,product dose omission issue,587
infliximab,fatigue,587
rituximab,cough,585
corticotropin,fatigue,584
human immunoglobulin g,product distribution issue,584
adalimumab,headache,583
albuterol sulfate,device malfunction,583
dupilumab,paraesthesia,583
adalimumab,rash,582
palbociclib,nausea,581
human immunoglobulin g,pharyngitis streptococcal,580
pembrolizumab,diarrhoea,580
bimekizumab-bkzx,inappropriate schedule of product administration,579
infliximab-dyyb,pain,579
tirzepatide,gastrooesophageal reflux disease,579
icatibant acetate,vomiting,578
omalizumab,malaise,577
vedolizumab,body temperature decreased,577
infliximab-dyyb,anal fissure,576
esomeprazole magnesium,tinnitus,575
teduglutide,feeling abnormal,574
tirzepatide,injection site rash,574
dupilumab,muscle spasms,573
human immunoglobulin g,neck pain,573
tirzepatide,gastrointestinal disorder,573
clozapine,schizophrenia,572
polyethylene glycol 3350,product prescribing issue,572
secukinumab,drug dose omission by device,572
ixazomib,diarrhoea,571
risankizumab-rzaa,death,571
treprostinil,device malfunction,571
adalimumab,pneumonia,570
upadacitinib,drug ineffective,570
guselkumab,device issue,569
tirzepatide,depressed mood,569
"antihemophilic factor, human recombinant",pain in extremity,568
omalizumab,pain,568
omalizumab,weight decreased,568
upadacitinib,pain in extremity,568
adapalene,drug ineffective,567
corticotropin,injection site pain,567
human immunoglobulin g,muscular weakness,567
insulin glargine,inappropriate schedule of product administration,566
vedolizumab,food poisoning,566
abemaciclib,nausea,565
adalimumab,condition aggravated,564
rituximab,inappropriate schedule of product administration,564
human immunoglobulin g,injection site pain,563
rituximab,rheumatoid arthritis,563
tirzepatide,anxiety,563
teduglutide,product availability issue,562
vedolizumab,abortion spontaneous,562
adalimumab,malaise,561
tirzepatide,injection site injury,561
palbociclib,death,560
adalimumab,intentional product use issue,559
diclofenac sodium,product administered at inappropriate site,559
icatibant acetate,diarrhoea,559
lenvatinib,diarrhoea,559
treprostinil,gastrointestinal disorder,558
vedolizumab,anal haemorrhage,558
teduglutide,appetite disorder,557
treprostinil,migraine,557
treprostinil,muscle spasms,557
vedolizumab,memory impairment,557
icatibant acetate,influenza,556
tocilizumab,drug ineffective,556
treprostinil,dyspepsia,556
vedolizumab,joint swelling,556
.alpha.1-proteinase inhibitor human,nasopharyngitis,554
efmoroctocog alfa,haemorrhage,554
foscarbidopa\foslevodopa,fall,554
.alpha.1-proteinase inhibitor human,blood pressure fluctuation,553
adalimumab,therapeutic product effect decreased,553
icatibant acetate,body height increased,553
ruxolitinib,dizziness,553
sparsentan,dizziness,553
teduglutide,stress,553
vedolizumab,general physical health deterioration,553
benralizumab,dyspnoea,552
fenfluramine,somnolence,552
idursulfase,blood pressure abnormal,552
vedolizumab,syncope,552
dupilumab,contusion,551
nintedanib,fatigue,551
teduglutide,injection site bruising,551
etonogestrel,unintended pregnancy,550
rituximab,infection,550
tocilizumab,weight decreased,550
vedolizumab,gait disturbance,550
risankizumab-rzaa,abdominal pain,549
rituximab,infusion related reaction,549
velaglucerase alfa,arthralgia,549
human immunoglobulin g,blood immunoglobulin g decreased,548
idursulfase,pneumonia,548
teduglutide,product distribution issue,548
tofacitinib citrate,covid-19,548
zolbetuximab-clzb,nausea,547
human immunoglobulin g\hyaluronidase (human recombinant),lower respiratory tract infection,546
icatibant acetate,product prescribing error,546
secukinumab,device malfunction,546
tofacitinib citrate,pain in extremity,546
vedolizumab,erythema,546
apremilast,product dose omission issue,545
risankizumab,product storage error,545
upadacitinib,fatigue,545
human immunoglobulin g,sepsis,544
olaparib,fatigue,544
relugolix,back pain,544
secukinumab,condition aggravated,544
atezolizumab,death,543
dupilumab,dermatitis allergic,543
etonogestrel,pregnancy with implant contraceptive,543
semaglutide,abdominal pain,543
teduglutide,arthralgia,543
teduglutide,nephrolithiasis,543
treprostinil,wrong technique in product usage process,543
teduglutide,blood pressure increased,542
vedolizumab,abdominal mass,542
clozapine,leukocytosis,541
fenfluramine,off label use,541
idursulfase,erythema,541
semaglutide,asthenia,541
